plant_curie,plant_name,disease_curie
ncbitaxon:4112,Solanum nigrum,MONDO:0005016
ncbitaxon:184783,Areca catechu,MONDO:0005420
ncbitaxon:91201,Gastrodia elata,MONDO:0005379
ncbitaxon:140968,Hypericum androsaemum,MONDO:0005263
ncbitaxon:157652,Mucuna pruriens,MONDO:0021100
ncbitaxon:157652,Mucuna pruriens,MONDO:0016419
ncbitaxon:204232,Agrostis capillaris,MONDO:0005212
ncbitaxon:122010,Carthamus oxyacanthus,MONDO:0005203
ncbitaxon:122010,Carthamus oxyacanthus,MONDO:0005053
ncbitaxon:638627,Lonicera macranthoides,MONDO:0005070
ncbitaxon:263207,Adelobotrys adscendens,MONDO:0005070
ncbitaxon:3710,Brassica nigra,MONDO:0006525
ncbitaxon:167337,Chrysopogon zizanioides,MONDO:0011438
ncbitaxon:3735,Moringa oleifera,MONDO:0004668
ncbitaxon:3914,Vigna angularis,MONDO:0015140
ncbitaxon:3914,Vigna angularis,MONDO:0004975
ncbitaxon:75643,Centaurea albonitens,MONDO:0005070
ncbitaxon:34199,Aloe vera,MONDO:0022098
ncbitaxon:58890,Ononis spinosa,MONDO:0006678
ncbitaxon:182111,Ficus deltoidea,MONDO:0005298
ncbitaxon:182111,Ficus deltoidea,MONDO:0008159
ncbitaxon:57577,Trifolium pratense,MONDO:0018177
ncbitaxon:265783,Artemisia capillaris,MONDO:0002251
ncbitaxon:33120,Alkekengi officinarum,MONDO:0005015
ncbitaxon:13230,Prosopis juliflora,MONDO:0005494
ncbitaxon:161397,Cistanche tubulosa,MONDO:0005379
ncbitaxon:16901,Aucuba japonica,MONDO:0006733
ncbitaxon:3999,Simmondsia chinensis,MONDO:0005148
ncbitaxon:126910,Withania somnifera,MONDO:0005554
ncbitaxon:126910,Withania somnifera,MONDO:0002602
ncbitaxon:35872,Cenchrus ciliaris,MONDO:0005070
ncbitaxon:153348,Lepidium meyenii,MONDO:0001913
ncbitaxon:210369,Tribulus terrestris,MONDO:0001913
ncbitaxon:153348,Lepidium meyenii,MONDO:0005047
ncbitaxon:46409,Neopanax arboreus,MONDO:0001821
ncbitaxon:3444,Nigella damascena,MONDO:0005709
ncbitaxon:141992,Justicia spicigera,MONDO:0005618
ncbitaxon:141992,Justicia spicigera,MONDO:0005379
ncbitaxon:44586,Panax notoginseng,MONDO:0016044
ncbitaxon:32224,Eriobotrya japonica,MONDO:0002965
ncbitaxon:3902,Ulex europaeus,MONDO:0006955
ncbitaxon:42229,Prunus avium,MONDO:0002428
ncbitaxon:473049,Spiraea tomentosa,MONDO:0007243
ncbitaxon:41496,Calendula officinalis,MONDO:0004901
ncbitaxon:39329,Lavandula angustifolia,MONDO:0016426
ncbitaxon:92915,Onopordum acanthium,MONDO:0005267
ncbitaxon:45171,Paeonia suffruticosa,MONDO:0000744
ncbitaxon:587669,Isodon rubescens,MONDO:0005178
ncbitaxon:587669,Isodon rubescens,MONDO:0007704
ncbitaxon:4076,Datura stramonium,MONDO:0020731
ncbitaxon:4307,Euonymus alatus,MONDO:0002251
ncbitaxon:44586,Panax notoginseng,MONDO:0005559
ncbitaxon:324261,Cladopodanthus speciosus,MONDO:0005311
ncbitaxon:324261,Cladopodanthus speciosus,MONDO:0007169
ncbitaxon:300354,Physalis pubescens,MONDO:0009759
ncbitaxon:300354,Physalis pubescens,MONDO:0000141
ncbitaxon:4058,Catharanthus roseus,MONDO:0005085
ncbitaxon:262696,Vasconcellea x heilbornii,MONDO:0019004
ncbitaxon:180073,Patrinia heterophylla,MONDO:0005070
ncbitaxon:3914,Vigna angularis,MONDO:0008876
ncbitaxon:459152,Simaba guianensis,MONDO:0005974
ncbitaxon:180066,Dipsacus asperoides,MONDO:0005154
ncbitaxon:65979,Leersia hexandra,MONDO:0005113
ncbitaxon:123564,Acorus tatarinowii,MONDO:0005618
ncbitaxon:49840,Sophora flavescens,MONDO:0005015
ncbitaxon:126910,Withania somnifera,MONDO:0024644
ncbitaxon:510735,Crataegus pinnatifida,MONDO:0019052
ncbitaxon:4054,Panax ginseng,MONDO:0005115
ncbitaxon:97751,Kaempferia parviflora,MONDO:0005265
ncbitaxon:97751,Kaempferia parviflora,MONDO:0009960
ncbitaxon:371727,Pistacia weinmaniifolia,MONDO:0005532
ncbitaxon:158513,Endlicheria bracteolata,MONDO:0043904
ncbitaxon:210328,Maclura tricuspidata,MONDO:0006896
ncbitaxon:126418,Forsythia suspensa,MONDO:0005298
ncbitaxon:185202,Smallanthus sonchifolius,MONDO:0007256
ncbitaxon:185202,Smallanthus sonchifolius,MONDO:0018902
ncbitaxon:54477,Vitex agnus-castus,MONDO:0024305
ncbitaxon:39329,Lavandula angustifolia,MONDO:0008533
ncbitaxon:59170,Valeriana jatamansi,MONDO:0006515
ncbitaxon:48106,Centella asiatica,MONDO:0006887
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0019514
ncbitaxon:41228,Plectranthus barbatus,MONDO:0004790
ncbitaxon:235806,Monoon longifolium,MONDO:0005794
ncbitaxon:4606,Lolium arundinaceum,MONDO:0004979
ncbitaxon:4606,Lolium arundinaceum,MONDO:0010940
ncbitaxon:34199,Aloe vera,MONDO:0005203
ncbitaxon:161031,Moringa peregrina,MONDO:0005070
ncbitaxon:13425,Chrysophyllum oliviforme,MONDO:0005154
ncbitaxon:360584,Gnidia glauca,MONDO:0005618
ncbitaxon:13654,Reinwardtia indica,MONDO:0006496
ncbitaxon:218618,Torenia concolor,MONDO:0011122
ncbitaxon:218618,Torenia concolor,MONDO:0019182
ncbitaxon:221251,Chrysophyllum cainito,MONDO:0005015
ncbitaxon:263890,Hymenophyllum marginatum,MONDO:0020501
ncbitaxon:112591,Aconitum napellus,MONDO:0005015
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0009020
ncbitaxon:4054,Panax ginseng,MONDO:0006516
ncbitaxon:39296,Dracocephalum moldavica,MONDO:0005070
ncbitaxon:105303,Allium hookeri,MONDO:0043152
ncbitaxon:105303,Allium hookeri,MONDO:0007179
ncbitaxon:3806,Bauhinia purpurea,MONDO:0016419
ncbitaxon:3806,Bauhinia purpurea,MONDO:0021100
ncbitaxon:3922,Wisteria floribunda,MONDO:0016419
ncbitaxon:3922,Wisteria floribunda,MONDO:0021100
ncbitaxon:3311,Ginkgo biloba,MONDO:0043839
ncbitaxon:176616,Ageratina adenophora,MONDO:0000744
ncbitaxon:58228,Garcinia mangostana,MONDO:0015140
ncbitaxon:58228,Garcinia mangostana,MONDO:0004975
ncbitaxon:385388,Camellia oleifera,MONDO:0005886
ncbitaxon:105181,Elettaria cardamomum,MONDO:0015517
ncbitaxon:48027,Anthriscus sylvestris,MONDO:0005178
ncbitaxon:48027,Anthriscus sylvestris,MONDO:0007704
ncbitaxon:3259,Equisetum giganteum,MONDO:0021187
ncbitaxon:35924,Paeonia lactiflora,MONDO:0005381
ncbitaxon:4020,Tropaeolum majus,MONDO:0002508
ncbitaxon:4020,Tropaeolum majus,MONDO:0006937
ncbitaxon:28511,Pogostemon cablin,MONDO:0025420
ncbitaxon:449869,Phlebodium decumanum,MONDO:0008334
ncbitaxon:41496,Calendula officinalis,MONDO:0008334
ncbitaxon:3073,[Chlorella] fusca,MONDO:0016426
ncbitaxon:115466,Euterpe oleracea,MONDO:0005618
ncbitaxon:117167,Cyclocarya paliurus,MONDO:0005148
ncbitaxon:16901,Aucuba japonica,MONDO:0005283
ncbitaxon:49827,Glycyrrhiza glabra,MONDO:0019182
ncbitaxon:49827,Glycyrrhiza glabra,MONDO:0011122
ncbitaxon:62097,Plumeria rubra,MONDO:0005015
ncbitaxon:13129,Lythrum salicaria,MONDO:0001517
ncbitaxon:403696,Spiraea trilobata,MONDO:0005015
ncbitaxon:136217,Curcuma longa,MONDO:0015254
ncbitaxon:200954,Ononis natrix,MONDO:0005015
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0000598
ncbitaxon:4043,Petroselinum crispum,MONDO:0021124
ncbitaxon:119236,Rosa brunonii,MONDO:0005015
ncbitaxon:49823,Genista germanica,MONDO:0005070
ncbitaxon:106664,Colubrina asiatica,MONDO:0008656
ncbitaxon:49555,Ligusticum sinense,MONDO:0005298
ncbitaxon:49555,Ligusticum sinense,MONDO:0008159
ncbitaxon:228709,Cynanchum wilfordii,MONDO:0006877
ncbitaxon:33125,Lepidium sativum,MONDO:0005154
ncbitaxon:136217,Curcuma longa,MONDO:0009741
ncbitaxon:136217,Curcuma longa,MONDO:0005072
ncbitaxon:100514,Asparagus cochinchinensis,MONDO:0005263
ncbitaxon:200737,Pottia intermedia,MONDO:0005970
ncbitaxon:39387,Gypsophila vaccaria,MONDO:0005240
ncbitaxon:328401,Zanthoxylum bungeanum,MONDO:0005015
ncbitaxon:261450,Coptis chinensis,MONDO:0005001
ncbitaxon:261450,Coptis chinensis,MONDO:0005265
ncbitaxon:261450,Coptis chinensis,MONDO:0004247
ncbitaxon:43879,Peganum harmala,MONDO:0011989
ncbitaxon:94446,Cryphaea glomerata,MONDO:0005654
ncbitaxon:165353,Angelica sinensis,MONDO:0005249
ncbitaxon:160511,Veronica officinalis,MONDO:0043839
ncbitaxon:221775,Gomphrena globosa,MONDO:0005108
ncbitaxon:41220,Gloriosa superba,MONDO:0007184
ncbitaxon:355937,Salsola tragus,MONDO:0005492
ncbitaxon:4222,Carthamus tinctorius,MONDO:0005347
ncbitaxon:210369,Tribulus terrestris,MONDO:0002076
ncbitaxon:123405,Catha edulis,MONDO:0004985
ncbitaxon:121078,Ocotea quixos,MONDO:0011729
ncbitaxon:3915,Vigna mungo,MONDO:0005311
ncbitaxon:3915,Vigna mungo,MONDO:0007169
ncbitaxon:32244,Quillaja saponaria,MONDO:0005070
ncbitaxon:55575,Dioscorea polystachya,MONDO:0022742
ncbitaxon:4120,Ipomoea batatas,MONDO:0043836
ncbitaxon:54803,Piper kadsura,MONDO:0005554
ncbitaxon:200737,Pottia intermedia,MONDO:0005906
ncbitaxon:4096,Nicotiana sylvestris,MONDO:0005108
ncbitaxon:3712,Brassica oleracea,MONDO:0002909
ncbitaxon:484171,Ornithogalum saundersiae,MONDO:0005059
ncbitaxon:347994,Lotus pedunculatus,MONDO:0009271
ncbitaxon:53751,Echinacea purpurea,MONDO:0005404
ncbitaxon:335179,Cistus laurifolius,MONDO:0004247
ncbitaxon:4458,Arum maculatum,MONDO:0016003
ncbitaxon:91165,Tylecodon wallichii,MONDO:0003081
ncbitaxon:172200,Terminalia arjuna,MONDO:0005068
ncbitaxon:172200,Terminalia arjuna,MONDO:0012039
ncbitaxon:172200,Terminalia arjuna,MONDO:0004994
ncbitaxon:3258,Equisetum arvense,MONDO:0002406
ncbitaxon:4369,Drosera peltata,MONDO:0005276
ncbitaxon:164405,Melaleuca alternifolia,MONDO:0001628
ncbitaxon:3369,Cryptomeria japonica,MONDO:0002406
ncbitaxon:429560,Cullen corylifolium,MONDO:0002363
ncbitaxon:49843,Spartium junceum,MONDO:0004247
ncbitaxon:181185,Cordia myxa,MONDO:0005292
ncbitaxon:3679,Ecballium elaterium,MONDO:0006932
ncbitaxon:98504,Matricaria chamomilla,MONDO:0004979
ncbitaxon:98504,Matricaria chamomilla,MONDO:0010940
ncbitaxon:98504,Matricaria chamomilla,MONDO:0003014
ncbitaxon:4567,Triticum turgidum subsp. durum,MONDO:0018076
ncbitaxon:97169,Abies sibirica,MONDO:0005812
ncbitaxon:46367,Bupleurum falcatum,MONDO:0004247
ncbitaxon:3708,Brassica napus,MONDO:0018066
ncbitaxon:165353,Angelica sinensis,MONDO:0005381
ncbitaxon:59895,Cynara cardunculus var. scolymus,MONDO:0001751
ncbitaxon:140997,Crataegus monogyna,MONDO:0004995
ncbitaxon:53751,Echinacea purpurea,MONDO:0025494
ncbitaxon:4060,Rauvolfia serpentina,MONDO:0001292
ncbitaxon:4060,Rauvolfia serpentina,MONDO:0005379
ncbitaxon:4058,Catharanthus roseus,MONDO:0005207
ncbitaxon:81785,Ornithogalum umbellatum,MONDO:0005252
ncbitaxon:57577,Trifolium pratense,MONDO:0001324
ncbitaxon:49563,Peucedanum japonicum,MONDO:0005401
ncbitaxon:265783,Artemisia capillaris,MONDO:0004790
ncbitaxon:172267,Salix caprea,MONDO:0005070
ncbitaxon:490239,Gymnosporia diversifolia,MONDO:0005059
ncbitaxon:58228,Garcinia mangostana,MONDO:0024498
ncbitaxon:58228,Garcinia mangostana,MONDO:0021042
ncbitaxon:58944,Iris domestica,MONDO:0023122
ncbitaxon:58944,Iris domestica,MONDO:0008315
ncbitaxon:101743,Barleria lupulina,MONDO:0001126
ncbitaxon:101743,Barleria lupulina,MONDO:0005412
ncbitaxon:79772,Verbena officinalis,MONDO:0017767
ncbitaxon:49214,Salvia lavandulifolia,MONDO:0015140
ncbitaxon:49214,Salvia lavandulifolia,MONDO:0004975
ncbitaxon:200738,Pottia lanceolata,MONDO:0011786
ncbitaxon:3442,Coptis japonica,MONDO:0005070
ncbitaxon:4013,Toxicodendron vernicifluum,MONDO:0002629
ncbitaxon:172200,Terminalia arjuna,MONDO:0018902
ncbitaxon:86844,Eurya emarginata,MONDO:0043839
ncbitaxon:109061,Alnus hirsuta,MONDO:0005070
ncbitaxon:240634,Haemanthus albiflos,MONDO:0025028
ncbitaxon:240634,Haemanthus albiflos,MONDO:0017373
ncbitaxon:158323,Astragalus penduliflorus,MONDO:0010331
ncbitaxon:56525,Dittrichia viscosa,MONDO:0005015
ncbitaxon:210348,Brucea javanica,MONDO:0019121
ncbitaxon:162641,Afzelia africana,MONDO:0005148
ncbitaxon:371726,Pistacia lentiscus,MONDO:0005059
ncbitaxon:38869,Salvia sclarea,MONDO:0005070
ncbitaxon:34199,Aloe vera,MONDO:0005068
ncbitaxon:13447,Conium maculatum,MONDO:0008315
ncbitaxon:13447,Conium maculatum,MONDO:0023122
ncbitaxon:3317,Thuja occidentalis,MONDO:0008315
ncbitaxon:3317,Thuja occidentalis,MONDO:0023122
ncbitaxon:114204,Narthecium ossifragum,MONDO:0006637
ncbitaxon:330163,Dysphania ambrosioides,MONDO:0005135
ncbitaxon:53852,Cassia fistula,MONDO:0001593
ncbitaxon:235726,Monoon membranifolium,MONDO:0005070
ncbitaxon:4722,Serenoa repens,MONDO:0002289
ncbitaxon:371859,Opuntia ficus-indica,MONDO:0004643
ncbitaxon:126435,Lantana camara,MONDO:0005154
ncbitaxon:141467,Calotropis procera,MONDO:0002203
ncbitaxon:105371,Curcuma amada,MONDO:0001126
ncbitaxon:141005,Sorbaria sorbifolia,MONDO:0018902
ncbitaxon:141005,Sorbaria sorbifolia,MONDO:0007256
ncbitaxon:28513,Salvia divinorum,MONDO:0005532
ncbitaxon:587669,Isodon rubescens,MONDO:0005096
ncbitaxon:122810,Lagerstroemia speciosa,MONDO:0011122
ncbitaxon:85181,Celastrus orbiculatus,MONDO:0005153
ncbitaxon:85181,Celastrus orbiculatus,MONDO:0005105
ncbitaxon:99300,Rehmannia glutinosa,MONDO:0005203
ncbitaxon:4465,Acorus calamus,MONDO:0005027
ncbitaxon:142738,Stellera chamaejasme,MONDO:0008315
ncbitaxon:142738,Stellera chamaejasme,MONDO:0023122
ncbitaxon:84005,Arbutus unedo,MONDO:0005015
ncbitaxon:230192,Solanum lyratum,MONDO:0005401
ncbitaxon:358079,Ligularia atroviolacea,MONDO:0005344
ncbitaxon:271199,Pimpinella corymbosa,MONDO:0016419
ncbitaxon:271199,Pimpinella corymbosa,MONDO:0021100
ncbitaxon:4054,Panax ginseng,MONDO:0005101
ncbitaxon:48038,Foeniculum vulgare,MONDO:0004979
ncbitaxon:48038,Foeniculum vulgare,MONDO:0010940
ncbitaxon:4112,Solanum nigrum,MONDO:0005292
ncbitaxon:285590,Tinospora cordifolia,MONDO:0008315
ncbitaxon:285590,Tinospora cordifolia,MONDO:0023122
ncbitaxon:151430,Prunus davidiana,MONDO:0005654
ncbitaxon:115492,Livistona chinensis,MONDO:0043839
ncbitaxon:43522,Morinda citrifolia,MONDO:0005393
ncbitaxon:3708,Brassica napus,MONDO:0005108
ncbitaxon:32101,Pteridium aquilinum,MONDO:0003749
ncbitaxon:32101,Pteridium aquilinum,MONDO:0004298
ncbitaxon:344363,Azorella madreporica,MONDO:0018076
ncbitaxon:344358,Azorella compacta,MONDO:0018076
ncbitaxon:483693,Inula racemosa,MONDO:0005311
ncbitaxon:483693,Inula racemosa,MONDO:0007169
ncbitaxon:318062,Euphorbia hirta,MONDO:0003799
ncbitaxon:318062,Euphorbia hirta,MONDO:0003781
ncbitaxon:396369,Elephantopus scaber,MONDO:0021100
ncbitaxon:396369,Elephantopus scaber,MONDO:0016419
ncbitaxon:110318,Ligusticum tenuissimum,MONDO:0005709
ncbitaxon:127999,Tanacetum parthenium,MONDO:0005105
ncbitaxon:228726,Vincetoxicum pycnostelma,MONDO:0019209
ncbitaxon:50207,Sonchus oleraceus,MONDO:0005554
ncbitaxon:50207,Sonchus oleraceus,MONDO:0005154
ncbitaxon:182129,Ficus sycomorus,MONDO:0001517
ncbitaxon:170924,Primula obconica,MONDO:0005108
ncbitaxon:186957,Ligularia virgaurea,MONDO:0005001
ncbitaxon:4608,Festuca pratensis,MONDO:0005070
ncbitaxon:101015,Fragaria virginiana,MONDO:0021124
ncbitaxon:72332,Artemisia absinthium,MONDO:0005053
ncbitaxon:141467,Calotropis procera,MONDO:0005554
ncbitaxon:141467,Calotropis procera,MONDO:0000989
ncbitaxon:300208,Canarium album,MONDO:0002258
ncbitaxon:123417,Euonymus europaeus,MONDO:0003014
ncbitaxon:123417,Euonymus europaeus,MONDO:0003799
ncbitaxon:92921,Silybum marianum,MONDO:0003847
ncbitaxon:98714,Psacalium peltatum,MONDO:0005015
ncbitaxon:132461,Rhynchosia minima,MONDO:0005108
ncbitaxon:89652,Ipomoea obscura,MONDO:0005070
ncbitaxon:321565,Bussea sakalava,MONDO:0008170
ncbitaxon:4112,Solanum nigrum,MONDO:0005105
ncbitaxon:39510,Agave americana,MONDO:0006597
ncbitaxon:124943,Azadirachta indica,MONDO:0005618
ncbitaxon:33125,Lepidium sativum,MONDO:0002268
ncbitaxon:205582,Solanum sisymbriifolium,MONDO:0018912
ncbitaxon:55571,Dioscorea alata,MONDO:0003409
ncbitaxon:4307,Euonymus alatus,MONDO:0024290
ncbitaxon:130404,Piper methysticum,MONDO:0004069
ncbitaxon:371376,Ferula ovina,MONDO:0005070
ncbitaxon:4054,Panax ginseng,MONDO:0005134
ncbitaxon:63479,Nerium oleander,MONDO:0017775
ncbitaxon:293060,Phyllanthus amarus,MONDO:0007256
ncbitaxon:58860,Tamarindus indica,MONDO:0004298
ncbitaxon:512623,Cyperus rotundus,MONDO:0001517
ncbitaxon:429256,Carissa spinarum,MONDO:0005070
ncbitaxon:549434,Zanthoxylum rhoifolium,MONDO:0004298
ncbitaxon:296034,Phyllanthus niruri,MONDO:0006032
ncbitaxon:157652,Mucuna pruriens,MONDO:0002406
ncbitaxon:58860,Tamarindus indica,MONDO:0021187
ncbitaxon:58860,Tamarindus indica,MONDO:0004790
ncbitaxon:313893,Paspalum dilatatum,MONDO:0011479
ncbitaxon:45314,Acer rubrum,MONDO:0005070
ncbitaxon:49840,Sophora flavescens,MONDO:0005411
ncbitaxon:137457,Sanguisorba officinalis,MONDO:0016419
ncbitaxon:137457,Sanguisorba officinalis,MONDO:0021100
ncbitaxon:329212,Turnera diffusa,MONDO:0004247
ncbitaxon:223891,Solanum virginianum,MONDO:0005502
ncbitaxon:120290,Psidium guajava,MONDO:0043839
ncbitaxon:175694,Andrographis paniculata,MONDO:0012039
ncbitaxon:138033,Vachellia nilotica,MONDO:0043839
ncbitaxon:28502,Amaranthus hypochondriacus,MONDO:0005660
ncbitaxon:381652,Bolbostemma paniculatum,MONDO:0021100
ncbitaxon:381652,Bolbostemma paniculatum,MONDO:0016419
ncbitaxon:182917,Oplopanax horridus,MONDO:0018076
ncbitaxon:3498,Morus alba,MONDO:0005148
ncbitaxon:555479,Nigella sativa,MONDO:0005379
ncbitaxon:34254,Lithospermum erythrorhizon,MONDO:0002898
ncbitaxon:39473,Cucumis anguria,MONDO:0009759
ncbitaxon:39473,Cucumis anguria,MONDO:0000141
ncbitaxon:195120,Picrorhiza kurrooa,MONDO:0005015
ncbitaxon:128685,Machilus thunbergii,MONDO:0005070
ncbitaxon:4023,Acer negundo,MONDO:0009282
ncbitaxon:103745,Chromolaena odorata,MONDO:0005015
ncbitaxon:3406,Magnolia grandiflora,MONDO:0005233
ncbitaxon:324593,Saussurea costus,MONDO:0011122
ncbitaxon:50507,Schisandra chinensis,MONDO:0004994
ncbitaxon:47091,Lessertia frutescens,MONDO:0005148
ncbitaxon:138017,Senegalia catechu,MONDO:0007256
ncbitaxon:138017,Senegalia catechu,MONDO:0018902
ncbitaxon:3759,Prunus yedoensis,MONDO:0002909
ncbitaxon:41496,Calendula officinalis,MONDO:0004842
ncbitaxon:41496,Calendula officinalis,MONDO:0005627
ncbitaxon:429560,Cullen corylifolium,MONDO:0004580
ncbitaxon:39338,Melissa officinalis,MONDO:0005527
ncbitaxon:3752,Malus sylvestris,MONDO:0021666
ncbitaxon:190534,Vaccinium arctostaphylos,MONDO:0004995
ncbitaxon:190534,Vaccinium arctostaphylos,MONDO:0021187
ncbitaxon:3311,Ginkgo biloba,MONDO:0019303
ncbitaxon:88730,Pinus massoniana,MONDO:0008300
ncbitaxon:141191,Lawsonia inermis,MONDO:0002898
ncbitaxon:3726,Raphanus sativus,MONDO:0002203
ncbitaxon:242839,Rhodiola crenulata,MONDO:0011122
ncbitaxon:76082,Asarum himalaicum,MONDO:0005070
ncbitaxon:158323,Astragalus penduliflorus,MONDO:0004994
ncbitaxon:387928,Anemone raddeana,MONDO:0008903
ncbitaxon:387928,Anemone raddeana,MONDO:0021117
ncbitaxon:49840,Sophora flavescens,MONDO:0021117
ncbitaxon:49840,Sophora flavescens,MONDO:0008903
ncbitaxon:316645,Mallotus philippensis,MONDO:0012883
ncbitaxon:4369,Drosera peltata,MONDO:0005554
ncbitaxon:161397,Cistanche tubulosa,MONDO:0005015
ncbitaxon:48038,Foeniculum vulgare,MONDO:0004298
ncbitaxon:43853,Toxicodendron radicans,MONDO:0006525
ncbitaxon:167892,Lysimachia clethroides,MONDO:0015796
ncbitaxon:240005,Achyranthes aspera,MONDO:0008903
ncbitaxon:240005,Achyranthes aspera,MONDO:0021117
ncbitaxon:34256,Mentha x piperita,MONDO:0021187
ncbitaxon:37501,Maackia amurensis,MONDO:0004425
ncbitaxon:300218,Chimonanthus nitens,MONDO:0005070
ncbitaxon:134520,Lonicera caerulea,MONDO:0005015
ncbitaxon:134520,Lonicera caerulea,MONDO:0005070
ncbitaxon:199618,Alpinia calcarata,MONDO:0005015
ncbitaxon:75689,Ulva rigida,MONDO:0005420
ncbitaxon:175694,Andrographis paniculata,MONDO:0005575
ncbitaxon:65561,Hypericum perforatum,MONDO:0005231
ncbitaxon:4558,Sorghum bicolor,MONDO:0019376
ncbitaxon:4558,Sorghum bicolor,MONDO:0006009
ncbitaxon:128017,Dimocarpus longan,MONDO:0021117
ncbitaxon:128017,Dimocarpus longan,MONDO:0008903
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0006812
ncbitaxon:183260,Hibiscus sabdariffa,MONDO:0001997
ncbitaxon:462879,Solidago virgaurea,MONDO:0024905
ncbitaxon:162644,Afzelia quanzensis,MONDO:0002280
ncbitaxon:323033,Croton cajucara,MONDO:0012202
ncbitaxon:323033,Croton cajucara,MONDO:0005136
ncbitaxon:53751,Echinacea purpurea,MONDO:0005578
ncbitaxon:48386,Perilla frutescens,MONDO:0002203
ncbitaxon:48386,Perilla frutescens,MONDO:0002268
ncbitaxon:72351,Artemisia scoparia,MONDO:0005070
ncbitaxon:75806,Eutrema japonicum,MONDO:0008716
ncbitaxon:489434,Prangos ferulacea,MONDO:0005794
ncbitaxon:3735,Moringa oleifera,MONDO:0005059
ncbitaxon:371349,Ferula gummosa,MONDO:0005070
ncbitaxon:125261,Alpinia oxyphylla,MONDO:0019065
ncbitaxon:3880,Medicago truncatula,MONDO:0005580
ncbitaxon:73766,Melaleuca styphelioides,MONDO:0005154
ncbitaxon:39329,Lavandula angustifolia,MONDO:0019759
ncbitaxon:204149,Ocimum tenuiflorum,MONDO:0005180
ncbitaxon:93760,Cola acuminata,MONDO:0005559
ncbitaxon:136217,Curcuma longa,MONDO:0006920
ncbitaxon:205535,Solanum campanulatum,MONDO:0005401
ncbitaxon:114456,Macrozamia communis,MONDO:0001209
ncbitaxon:167007,Montanoa tomentosa,MONDO:0002263
ncbitaxon:63351,Epimedium koreanum,MONDO:0005812
ncbitaxon:336055,Antirhea chinensis,MONDO:0005153
ncbitaxon:54796,Argemone mexicana,MONDO:0004975
ncbitaxon:54796,Argemone mexicana,MONDO:0015140
ncbitaxon:146995,Chrysanthemum indicum,MONDO:0005136
ncbitaxon:146995,Chrysanthemum indicum,MONDO:0012202
ncbitaxon:3956,Combretum indicum,MONDO:0005070
ncbitaxon:380077,Heracleum mantegazzianum,MONDO:0003847
ncbitaxon:204149,Ocimum tenuiflorum,MONDO:0021187
ncbitaxon:37229,Dicranopteris linearis,MONDO:0025419
ncbitaxon:37229,Dicranopteris linearis,MONDO:0043839
ncbitaxon:81800,Drimia indica,MONDO:0005070
ncbitaxon:79772,Verbena officinalis,MONDO:0002081
ncbitaxon:256504,Symphytum tuberosum,MONDO:0002081
ncbitaxon:132447,Hymenolobium excelsum,MONDO:0008315
ncbitaxon:132447,Hymenolobium excelsum,MONDO:0023122
ncbitaxon:273505,Rumex abyssinicus,MONDO:0005070
ncbitaxon:52163,Triticum monococcum subsp. aegilopoides,MONDO:0019735
ncbitaxon:190515,Siraitia grosvenorii,MONDO:0005070
ncbitaxon:469930,Garcinia kola,MONDO:0012202
ncbitaxon:587664,Leonurus cardiaca,MONDO:0013600
ncbitaxon:587664,Leonurus cardiaca,MONDO:0005618
ncbitaxon:587664,Leonurus cardiaca,MONDO:0005379
ncbitaxon:371726,Pistacia lentiscus,MONDO:0002154
ncbitaxon:83906,Boehmeria nivea,MONDO:0021765
ncbitaxon:260272,Glossogyne tenuifolia,MONDO:0005311
ncbitaxon:260272,Glossogyne tenuifolia,MONDO:0007169
ncbitaxon:48106,Centella asiatica,MONDO:0001612
ncbitaxon:4202,Sambucus nigra,MONDO:0007648
ncbitaxon:4202,Sambucus nigra,MONDO:0021085
ncbitaxon:76974,Atalantia buxifolia,MONDO:0005252
ncbitaxon:4217,Arctium lappa,MONDO:0007169
ncbitaxon:4217,Arctium lappa,MONDO:0005311
ncbitaxon:62890,Solanum habrochaites,MONDO:0005108
ncbitaxon:272846,Asparagus racemosus,MONDO:0005379
ncbitaxon:340647,Passiflora trifoliata,MONDO:0019182
ncbitaxon:340647,Passiflora trifoliata,MONDO:0011122
ncbitaxon:144562,Pyracantha fortuneana,MONDO:0016419
ncbitaxon:144562,Pyracantha fortuneana,MONDO:0021100
ncbitaxon:105928,Adesmia muricata,MONDO:0012202
ncbitaxon:105928,Adesmia muricata,MONDO:0005136
ncbitaxon:283121,Flueggea virosa,MONDO:0012292
ncbitaxon:283121,Flueggea virosa,MONDO:0005231
ncbitaxon:285590,Tinospora cordifolia,MONDO:0005618
ncbitaxon:354487,Acronychia vestita,MONDO:0005070
ncbitaxon:334676,Euphorbia grandicornis,MONDO:0003085
ncbitaxon:158323,Astragalus penduliflorus,MONDO:0003381
ncbitaxon:3501,Urtica dioica,MONDO:0005203
ncbitaxon:178424,Distichia acicularis,MONDO:0005113
ncbitaxon:3668,Lagenaria siceraria,MONDO:0005070
ncbitaxon:171929,Anacardium occidentale,MONDO:0002497
ncbitaxon:50225,Taraxacum officinale,MONDO:0018902
ncbitaxon:50225,Taraxacum officinale,MONDO:0007256
